id_card,name,phone,reason,source,extra_field
110101198007200000,失信人0,13861916734,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198010190001,,13865789322,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198006210002,失信人2,13879493433,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198012210003,失信人3,13843857396,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198012250004,失信人4,13835588849,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198012280005,失信人5,13811893734,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198003120006,失信人6,13825284556,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198003070007,失信人7,13863939792,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198012140008,失信人8,13885133612,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198002200009,失信人9,13880991775,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198003140010,失信人10,13825854943,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198004020011,失信人11,13848438989,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198002260012,失信人12,13852971995,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198008140013,失信人13,13820168869,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198008210014,失信人14,13895291878,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198005240015,失信人15,13858597331,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198012130016,失信人16,13830621064,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198009070017,失信人17,13830273695,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198008110018,失信人18,13813916892,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198010070019,失信人19,13840997278,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198009080020,失信人20,13841048215,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198007230021,失信人21,13899963731,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198008220022,失信人22,13860569110,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198003010023,失信人23,13815027910,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198007270024,失信人24,13861346977,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198010280025,失信人25,13818633790,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198001200026,失信人26,13870192757,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198005230027,失信人27,13826784242,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198004130028,,13841576915,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198002100029,失信人29,13836934627,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198004110030,失信人30,13865928392,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198001250031,失信人31,13877766864,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198003070032,失信人32,13865305413,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198005010033,失信人33,13816632998,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198011220034,失信人34,13824954304,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198004170035,,13875852291,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198007020036,失信人36,13826364696,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198008170037,失信人37,13857371854,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198005010038,失信人38,13862496172,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198012260039,失信人39,13865355931,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198007110040,失信人40,13899585389,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198008050041,失信人41,13811978125,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198011160042,失信人42,13852823511,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198003200043,失信人43,13875462986,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198003200044,失信人44,13828439680,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198001080045,失信人45,13833855736,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198011280046,失信人46,13865345061,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198010030047,失信人47,13872879815,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198009200048,失信人48,13830496423,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198012050049,失信人49,13881588400,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198007200000,失信人0,13861916734,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198010190001,,13865789322,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198006210002,失信人2,13879493433,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198012210003,失信人3,13843857396,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198012250004,失信人4,13835588849,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198012280005,失信人5,13811893734,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198003120006,失信人6,13825284556,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198003070007,失信人7,13863939792,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198012140008,失信人8,13885133612,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
110101198002200009,失信人9,13880991775,法院失信被执行人，已被限制高消费,EXTERNAL_COURT,junk_data
510106197111250626,模拟用户626,13754057139,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106200407110053,模拟用户53,13725742695,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106197012260546,模拟用户546,13742584262,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106199010060753,模拟用户753,13724457263,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106197105090312,模拟用户312,13794111052,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106199409020703,模拟用户703,13765708579,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106199507230336,模拟用户336,13726667901,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106198703220954,模拟用户954,13737851719,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106197804240795,模拟用户795,13795977855,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106199711200022,模拟用户22,13732949263,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106198508120345,模拟用户345,13754821698,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106199206170865,模拟用户865,13782436918,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106197208120829,模拟用户829,13713486374,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106197503070400,模拟用户400,13788691307,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106199208130688,模拟用户688,13744165820,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106198211130389,模拟用户389,13745585478,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106198304210883,模拟用户883,13775315620,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106197710260735,模拟用户735,13739859112,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106199907100118,模拟用户118,13794673547,内部逾期，违约风险高,INTERNAL_OVERDUE,
510106200102150418,模拟用户418,13713363979,内部逾期，违约风险高,INTERNAL_OVERDUE,
310101198503190000,欺诈用户0,13921545499,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198508220001,欺诈用户1,13926486539,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198506080002,欺诈用户2,13935576592,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198503250003,欺诈用户3,,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198502020004,欺诈用户4,13919569352,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198504010005,欺诈用户5,13959114987,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198508080006,欺诈用户6,13954965735,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198501160007,欺诈用户7,13990504446,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198506140008,欺诈用户8,13944369754,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198506080009,欺诈用户9,13912255893,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198501280010,欺诈用户10,13966008996,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198503040011,欺诈用户11,,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198501170012,欺诈用户12,13932052069,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198505060013,欺诈用户13,13920603327,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198501140014,欺诈用户14,13941701699,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198501200015,欺诈用户15,13919803975,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198507010016,欺诈用户16,13993192816,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198510220017,欺诈用户17,13928953733,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198508180018,欺诈用户18,13926864009,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198511100019,欺诈用户19,13917849096,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198509110020,欺诈用户20,13982066596,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198510230021,欺诈用户21,13928419716,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198512260022,欺诈用户22,,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198504130023,欺诈用户23,13976559173,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198512190024,欺诈用户24,13969191853,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198503250025,欺诈用户25,13921487293,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198510260026,欺诈用户26,,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198504100027,欺诈用户27,13934914124,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198512120028,欺诈用户28,13962226315,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
310101198506130029,欺诈用户29,13951427966,涉嫌欺诈，提供虚假身份信息,EXTERNAL_FRAUD,
